Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,geladeira portatil carro,geladeira portatil para caminhão,geladeira portatil para carros,geladeira caminhão portátil,Pillar page,,260,27,0.00,0.00,0,"Informational, Commercial","Image Pack, People Also Ask, Reviews, Video, Shopping Ads, Related Searches","1.00,0.21,0.14,0.00,0.00,0.72,0.00,0.00,0.17,0.39,0.39,0.26",,"""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+carro/""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""amazon.com.br"":""https://www.amazon.com.br/mini-geladeira-portatil/s?k=mini+geladeira+portatil""
""facebook.com"":""https://www.facebook.com/BlackandDeckerBrasil/videos/seus-passeios-de-carro-mais-completosa-mini-geladeira-port%C3%A1til-bdc24l-%C3%A9-a-compan/304633526040471/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""elber.ind.br"":""https://elber.ind.br/categoria/portatil/""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+carro/""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-12v/s?k=geladeira+12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""facebook.com"":""https://www.facebook.com/BlackandDeckerBrasil/videos/seus-passeios-de-carro-mais-completosa-mini-geladeira-port%C3%A1til-bdc24l-%C3%A9-a-compan/304633526040471/""
""elber.ind.br"":""https://elber.ind.br/categoria/portatil/""
""mixtou.com.br"":""https://www.mixtou.com.br/mini-geladeira-portatil-4l-12v-127v-casa--carro--van--onibus/p""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-portatil-para-carro"""
br,mini geladeira automotiva portátil,mini geladeira para caminhão,geladeira portatil para carros,geladeira caminhão portátil,Pillar page,,170,25,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Reviews, Video, Image, Related Searches","1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",,"""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+carro/""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""amazon.com.br"":""https://www.amazon.com.br/mini-geladeira-portatil/s?k=mini+geladeira+portatil""
""facebook.com"":""https://www.facebook.com/BlackandDeckerBrasil/videos/seus-passeios-de-carro-mais-completosa-mini-geladeira-port%C3%A1til-bdc24l-%C3%A9-a-compan/304633526040471/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""elber.ind.br"":""https://elber.ind.br/categoria/portatil/""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-automotiva/s?k=geladeira+automotiva""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/mini+geladeira+portatil/""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-portatil-12v""
""youtube.com"":""https://www.youtube.com/watch?v=3BoeLFb-nb0&pp=0gcJCfcAhR29_xXO""
""multilaser.com.br"":""https://www.multilaser.com.br/mini-geladeira-portatil-4l-trivolt-12v-multi-ed027/p""
""lojadomecanico.com.br"":""https://www.lojadomecanico.com.br/subcategorias/59/308/mini-geladeira"""
br,geladeira para autos,mini geladeira para caminhão,geladeira portatil para carros,geladeira caminhão portátil,Pillar page,,140,23,0.00,0.00,0,Informational,"Image Pack, Reviews, Video, Related Searches","0.43,0.35,0.35,0.28,0.28,0.28,0.35,0.23,0.28,0.35,0.35,0.35",,"""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+carro/""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""amazon.com.br"":""https://www.amazon.com.br/mini-geladeira-portatil/s?k=mini+geladeira+portatil""
""facebook.com"":""https://www.facebook.com/BlackandDeckerBrasil/videos/seus-passeios-de-carro-mais-completosa-mini-geladeira-port%C3%A1til-bdc24l-%C3%A9-a-compan/304633526040471/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""elber.ind.br"":""https://elber.ind.br/categoria/portatil/""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""","""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+carro/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""lojadomecanico.com.br"":""https://www.lojadomecanico.com.br/subcategorias/59/308/mini-geladeira""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-automotiva/s?k=geladeira+automotiva""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-carro""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-carro-12v""
""gama4x4.com.br"":""https://www.gama4x4.com.br/produtos/camping-lazer/geladeira-automotiva.html""
""facebook.com"":""https://www.facebook.com/BlackandDeckerBrasil/videos/seus-passeios-de-carro-mais-completosa-mini-geladeira-port%C3%A1til-bdc24l-%C3%A9-a-compan/304633526040471/"""
br,mini geladeira portátil 12v,mini geladeira para caminhão,geladeira portatil para carros,geladeira caminhão portátil,Pillar page,,140,24,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Reviews, Video, Related Searches","0.66,0.80,0.80,0.80,0.52,0.42,0.33,0.52,0.33,0.52,0.66,1.00",,"""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+carro/""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""amazon.com.br"":""https://www.amazon.com.br/mini-geladeira-portatil/s?k=mini+geladeira+portatil""
""facebook.com"":""https://www.facebook.com/BlackandDeckerBrasil/videos/seus-passeios-de-carro-mais-completosa-mini-geladeira-port%C3%A1til-bdc24l-%C3%A9-a-compan/304633526040471/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""elber.ind.br"":""https://elber.ind.br/categoria/portatil/""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-12v""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""shopee.com.br"":""https://shopee.com.br/list/Geladeira/12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil-12v""
""multilaser.com.br"":""https://www.multilaser.com.br/mini-geladeira-portatil-4l-trivolt-12v-multi-ed027/p""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-portatil-12v""
""amazon.com.br"":""https://www.amazon.com.br/mini-geladeira-portatil/s?k=mini+geladeira+portatil""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+12v/""
""dutramaquinas.com.br"":""https://www.dutramaquinas.com.br/p/mini-geladeira-portatil-8-litros-12v-com-funcao-aquecer-33-11-008-000"""
br,geladeira para automovel,mini geladeira para caminhão,geladeira portatil para carros,geladeira caminhão portátil,Pillar page,,110,27,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Reviews, Video, Related Searches","0.43,0.12,0.35,0.28,0.28,0.05,0.35,0.23,0.28,0.35,0.35,0.35",,"""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+carro/""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""amazon.com.br"":""https://www.amazon.com.br/mini-geladeira-portatil/s?k=mini+geladeira+portatil""
""facebook.com"":""https://www.facebook.com/BlackandDeckerBrasil/videos/seus-passeios-de-carro-mais-completosa-mini-geladeira-port%C3%A1til-bdc24l-%C3%A9-a-compan/304633526040471/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""elber.ind.br"":""https://elber.ind.br/categoria/portatil/""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""","""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+carro/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""americanas.com.br"":""https://www.americanas.com.br/categoria/automotivo/acessorios-automotivos/geladeira-automotiva""
""amazon.com.br"":""https://www.amazon.com.br/Geladeiras-e-Freezers/s?keywords=Geladeiras+e+Freezers&i=automotive&c=ts&ts_id=16745366011""
""facebook.com"":""https://www.facebook.com/BlackandDeckerBrasil/videos/seus-passeios-de-carro-mais-completosa-mini-geladeira-port%C3%A1til-bdc24l-%C3%A9-a-compan/304633526040471/""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-portatil-para-carro""
""youtube.com"":""https://www.youtube.com/watch?v=3BoeLFb-nb0""
""trucaoautopecas.com.br"":""https://trucaoautopecas.com.br/geladeiras/geladeira-portatil-12l-quadrivolt-carro-van-hent-automotivos"""
br,geladeira para automóveis,mini geladeira para caminhão,geladeira portatil para carros,geladeira caminhão portátil,Pillar page,,110,27,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Reviews, Video, Related Searches","0.43,0.12,0.35,0.28,0.28,0.05,0.35,0.23,0.28,0.35,0.35,0.35",,"""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+carro/""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""amazon.com.br"":""https://www.amazon.com.br/mini-geladeira-portatil/s?k=mini+geladeira+portatil""
""facebook.com"":""https://www.facebook.com/BlackandDeckerBrasil/videos/seus-passeios-de-carro-mais-completosa-mini-geladeira-port%C3%A1til-bdc24l-%C3%A9-a-compan/304633526040471/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""elber.ind.br"":""https://elber.ind.br/categoria/portatil/""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""","""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+carro/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""gama4x4.com.br"":""https://www.gama4x4.com.br/produtos/camping-lazer/geladeira-automotiva.html""
""amazon.com.br"":""https://www.amazon.com.br/Geladeiras-e-Freezers/s?keywords=Geladeiras+e+Freezers&i=automotive&c=ts&ts_id=16745366011""
""m.youtube.com"":""https://m.youtube.com/watch?v=QN220lvVW2E""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-carro""
""facebook.com"":""https://www.facebook.com/BlackandDeckerBrasil/videos/seus-passeios-de-carro-mais-completosa-mini-geladeira-port%C3%A1til-bdc24l-%C3%A9-a-compan/304633526040471/""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-carro-12v"""
br,geladeira portatil veicular,mini geladeira para caminhão,geladeira portatil para carros,geladeira caminhão portátil,Pillar page,,90,12,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Reviews, Video, Related Searches","0.64,0.78,1.00,1.00,0.64,0.50,0.78,1.00,0.64,0.35,0.35,0.35",,"""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+carro/""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""amazon.com.br"":""https://www.amazon.com.br/mini-geladeira-portatil/s?k=mini+geladeira+portatil""
""facebook.com"":""https://www.facebook.com/BlackandDeckerBrasil/videos/seus-passeios-de-carro-mais-completosa-mini-geladeira-port%C3%A1til-bdc24l-%C3%A9-a-compan/304633526040471/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""elber.ind.br"":""https://elber.ind.br/categoria/portatil/""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""","""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+automotiva/""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""amazon.com.br"":""https://www.amazon.com.br/geladeira-automotiva/s?k=geladeira+automotiva""
""elber.ind.br"":""https://elber.ind.br/categoria/portatil/""
""acessoriosbononi.com.br"":""https://www.acessoriosbononi.com.br/geladeiras-e-cozinhas""
""resfriar.com.br"":""https://www.resfriar.com.br/produto/geladeira-31-litros-quadrivolt-portatil-31-l-quadrivolt""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira"""
br,geladeira portatil eletrica,mini geladeira para caminhão,geladeira portatil para carros,geladeira caminhão portátil,Pillar page,,90,22,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Reviews, Video, Related Searches","0.78,0.64,0.64,0.50,0.50,0.64,0.35,0.35,0.35,0.50,0.50,1.00",,"""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-para-carro""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+carro/""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""amazon.com.br"":""https://www.amazon.com.br/mini-geladeira-portatil/s?k=mini+geladeira+portatil""
""facebook.com"":""https://www.facebook.com/BlackandDeckerBrasil/videos/seus-passeios-de-carro-mais-completosa-mini-geladeira-port%C3%A1til-bdc24l-%C3%A9-a-compan/304633526040471/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-automotiva""
""elber.ind.br"":""https://elber.ind.br/categoria/portatil/""
""hentautomotivos.com.br"":""https://hentautomotivos.com.br/geladeira""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras/geladeira-portatil""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-eletrica""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/mini+geladeira+portatil/""
""amazon.com.br"":""https://www.amazon.com.br/mini-geladeira-portatil/s?k=mini+geladeira+portatil""
""lojadometic.com.br"":""https://lojadometic.com.br/geladeira-portatil-automotiva-cfx335-12v-24v-e-110v-220v-cfx335""
""casasbahia.com.br"":""https://www.casasbahia.com.br/geladeira-portatil/b""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/mini-geladeira-eletrica-110v""
""br.blackanddecker.global"":""https://br.blackanddecker.global/produto/bdc8-la/mini-geladeira-portatil-para-viagem-de-8-litros-12v""
""leroymerlin.com.br"":""https://www.leroymerlin.com.br/mini-geladeira""
""dutramaquinas.com.br"":""https://www.dutramaquinas.com.br/p/mini-geladeira-com-capacidade-de-33-litros-12-volts-bdc33l-br-bdc33l-br"""
br,geladeiras para caminhões,geladeira para caminhão,geladeiras para caminhões,geladeira para caminhão,Pillar page,,170,18,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Site Links, Reviews, Video, Related Searches","0.04,0.04,0.04,0.03,0.01,1.00,0.02,0.02,0.03,0.03,0.01,0.01",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""resfriar.com.br"":""https://resfriar.com.br/geladeiras/geladeiras-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU"""
br,geladeira para caminhão,,geladeiras para caminhões,geladeira para caminhão,Pillar page,,8100,27,0.00,0.00,0,Informational,"Image Pack, Site Links, Reviews, Video, Related Searches","0.54,0.44,0.66,0.44,0.44,0.66,0.44,0.36,0.54,0.66,0.54,1.00",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""resfriar.com.br"":""https://resfriar.com.br/geladeiras/geladeiras-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""casasbahia.com.br"":""https://www.casasbahia.com.br/geladeira-caminhao/b""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-caminhao"""
br,geladeira caminhao,geladeira para caminhão,geladeiras para caminhões,geladeira para caminhão,Pillar page,,4400,21,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Site Links, Reviews, Video, Related Searches","0.36,0.81,0.54,0.54,0.24,0.13,0.36,0.36,0.54,0.44,0.54,0.44",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""resfriar.com.br"":""https://www.resfriar.com.br/produto/geladeira-75-litros-externa""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""youtube.com"":""https://www.youtube.com/watch?v=CinOTHk7I1c""
""americanas.com.br"":""https://www.americanas.com.br/busca/geladeira-caminhao"""
br,geladeira de caminhão,geladeira para caminhão,geladeiras para caminhões,geladeira para caminhão,Pillar page,,2900,28,0.00,0.00,0,Informational,"Image Pack, People Also Ask, Site Links, Reviews, Video, Related Searches","1.00,0.80,1.00,0.80,0.66,0.52,0.66,1.00,0.80,0.80,0.80,0.66",,"""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""youtube.com"":""https://www.youtube.com/watch?v=syM20muwcbU""
""elber.ind.br"":""https://elber.ind.br/categoria/caminhao/""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+para+caminhao/""","""mundodocaminhao.com.br"":""https://www.mundodocaminhao.com.br/geladeiras""
""comfortruck.com.br"":""https://www.comfortruck.com.br/geladeira-para-caminhao""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-caminhao""
""magazineluiza.com.br"":""https://www.magazineluiza.com.br/busca/geladeira+caminhao/""
""rotatruck.com.br"":""https://www.rotatruck.com.br/Geladeiras""
""lista.mercadolivre.com.br"":""https://lista.mercadolivre.com.br/geladeira-para-caminhao""
""casasbahia.com.br"":""https://www.casasbahia.com.br/geladeira-caminhao/b""
""resfriar.com.br"":""https://resfriar.com.br/geladeiras/geladeiras-para-caminhao""
""shopee.com.br"":""https://shopee.com.br/search?keyword=geladeira%20portatil%20para%20caminh%C3%A3o""
""olx.com.br"":""https://www.olx.com.br/anuncios/geladeira-para-caminhao"""
